Question,emotion_label,valence_label,audio_path,response_text,ground_truth_label
Describe the history of the Eiffel Tower?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/754_neutral_neutral.wav,"Built for the 1889 World's Fair, the Eiffel Tower was designed by Gustave Eiffel as a temporary exhibit but became an enduring global symbol of Paris. and the world's tallest structure at the time.",
Play examples of renewable energy?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/755_neutral_neutral.wav,Examples of renewable,
What's the longest river in Africa?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/756_neutral_neutral.wav,The Nile River is the longest river in Africa.,
How long until noon?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/757_neutral_neutral.wav,That depends entirely on your current time zone.,
Set the latest advancements in AI?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/758_neutral_neutral.wav,"Recent AI advances spotlight larger, multimodal models and improved agentic capabilities for complex tasks.",
Explain motivational quotes?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/759_neutral_neutral.wav,"They provide brief, impactful encouragement to inspire positive action and perspectives.",
What are steps to learn a new language?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/760_neutral_neutral.wav,"Practice consistently, immerse yourself in the culture, and focus on practical conversation skills.",
What's the process by which water changes from liquid to gas?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/761_neutral_neutral.wav,That process is called evaporation.,
Order some batteries.,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/762_neutral_neutral.wav,"I cannot place orders, but I can help find them online for you.",
Help me with examples of renewable energy?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/763_neutral_neutral.wav,"Renewable energy examples include solar, wind, hydro, geothermal, and biomass power.",
How do I methods to reduce stress?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/764_neutral_neutral.wav,"Effective methods include regular exercise, practicing mindfulness or meditation, and ensuring you get enough sleep.",
Help me with examples of renewable energy?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/765_neutral_neutral.wav,"Renewable energy examples include solar, wind, hydro, and geothermal power.",
Tell me about the latest advancements in AI?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/766_neutral_neutral.wav,"Recent AI advancements include powerful multimodal models that understand text, images, and audio, alongside major gains in specialized reasoning tasks.",
Play motivational quotes?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/767_neutral_neutral.wav,"I can't play audio directly, but I can give you some motivational quotes if you'd like.",
What is how to bake a cake?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/768_neutral_neutral.wav,"Combine your ingredients, pour the batter into a pan, and bake it in the oven until done.",
Play the concept of gravity?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/769_neutral_neutral.wav,Gravity is the universal force of attraction between any two objects with mass.,
Play the benefits of regular exercise?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/770_neutral_neutral.wav,"Regular exercise improves cardiovascular health, boosts mood, and helps manage weight.",
What's the meaning of 'bonjour'?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/771_neutral_neutral.wav,'Bonjour' is the standard French greeting for 'good morning' or 'hello'.,
What are a joke?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/772_neutral_neutral.wav,A joke is a short story or phrase designed to be humorous and evoke laughter.,
What's the function of the pancreas?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/773_neutral_neutral.wav,The pancreas produces digestive enzymes and regulates blood sugar by releasing hormones like insulin.,
What is popular programming languages?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/774_neutral_neutral.wav,"Popular programming languages include Python, JavaScript, Java, and C++.",
How do I a joke?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/775_neutral_neutral.wav,A simple way to tell a joke is to deliver a setup with a surprise punchline.,
What is ways to improve sleep quality?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/776_neutral_neutral.wav,Establish a consistent sleep schedule and create a relaxing bedtime routine for better sleep.,
Play healthy meal ideas?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/777_neutral_neutral.wav,Focus on grilled chicken with roasted vegetables or a quinoa salad with chickpeas.,
Play popular programming languages?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/778_neutral_neutral.wav,"Python, JavaScript, Java, and C++ are among the most popular languages.",
Help me with tips for sustainable living?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/779_neutral_neutral.wav,"Focus on reducing waste, consuming less energy, and choosing reusable or sustainably sourced products.",
Tell me about the concept of gravity?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/780_neutral_neutral.wav,Gravity is the universal force of attraction between all objects with mass.,
Set popular programming languages?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/781_neutral_neutral.wav,"Some popular languages are Python, Java, and JavaScript.",
What is photosynthesis?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/782_neutral_neutral.wav,"Photosynthesis is the process plants use to create food from sunlight, water, and carbon dioxide.",
What is the concept of gravity?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/783_neutral_neutral.wav,Gravity is the fundamental force that causes objects with mass or energy to attract each other.,
Tell me about popular programming languages?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/784_neutral_neutral.wav,"Popular programming languages include Python, JavaScript, and Java, chosen for their versatility and widespread use.",
Describe the concept of gravity?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/785_neutral_neutral.wav,Gravity is the universal force of attraction between all objects possessing mass or energy.,
Play popular programming languages?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/786_neutral_neutral.wav,"Python, JavaScript, Java, and C++ are among the most popular.",
What are my saved addresses?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/787_neutral_neutral.wav,"I do not have access to your saved information, like your addresses.",
Tell me about the process of making tea?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/788_neutral_neutral.wav,Steep tea leaves or a tea bag in hot water for a few minutes until the desired strength is achieved.,
Explain popular programming languages?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/789_neutral_neutral.wav,"Popular programming languages include Python for versatility, JavaScript for web development, and Java for building enterprise applications.",
Play popular programming languages?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/790_neutral_neutral.wav,"Python, Java, and JavaScript are very popular.",
Explain the benefits of regular exercise?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/791_neutral_neutral.wav,"Regular exercise strengthens your body, improves your mood, and boosts overall health.",
What is tips for sustainable living?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/792_neutral_neutral.wav,"Reduce waste, save energy, and choose eco-friendly products for sustainable living.",
What's the most widely consumed drink in the world after water?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/793_neutral_neutral.wav,Tea is the most widely consumed drink in the world after water.,
What is examples of renewable energy?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/794_neutral_neutral.wav,"Solar, wind, hydro, and geothermal are common examples.",
What is the process of making tea?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/795_neutral_neutral.wav,"Steep tea leaves in hot water for a few minutes, then remove them and enjoy.",
How do I the benefits of regular exercise?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/796_neutral_neutral.wav,"Regular exercise boosts energy, improves mood, and reduces health risks. Is there a specific area you're interested in?",
What is steps to learn a new language?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/797_neutral_neutral.wav,"Immerse yourself daily, practice speaking and listening constantly, and master core vocabulary and grammar fundamentals.",
Tell me about the process of making tea?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/798_neutral_neutral.wav,Steep tea leaves in hot water until the desired strength is achieved.,
Explain the benefits of regular exercise?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/799_neutral_neutral.wav,"Regular exercise boosts cardiovascular health, improves mood, and helps manage weight effectively.",
Help me with the concept of gravity?,neutral,neutral,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/800_neutral_neutral.wav,Gravity is the universal force of attraction that pulls objects with mass or energy toward each other.,
Can you how to tie a tie?,angry,negative,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/801_angry_negative.wav,"You start by crossing the wide end over the narrow end, then pull it up through the loop, down across the front, and back up through the loop again to tighten. Is that clear?",neutral
Tell me about a joke?,angry,negative,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/802_angry_negative.wav,"I'm here to help, but if you're angry, maybe we can talk about that first?",neutral
Can you ways to improve sleep quality?,angry,negative,/home/steve/tmp/Monash Research Code/our_speech_corpus_test/803_angry_negative.wav,Establishing a consistent sleep schedule and optimizing your room environment for darkness and quiet can greatly improve sleep quality.,neutral
