Question,emotion_label,valence_label,audio_path,response_text,ground_truth_label,category
Can I make new friends easily?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1019_disgust_negative.wav,Connecting with others can stem from shared interests and open communication.,positive,relationships
Can I hit my deadline?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1020_disgust_negative.wav,"Yes, you can definitely meet it. What's making you feel this way?",positive,productivity
Is it worth planning my day?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1021_disgust_negative.wav,"Even when it feels awful, planning can help you regain some control.",neutral,productivity
Should I study tonight?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1022_disgust_negative.wav,"Given your tone, maybe take a break tonight and recharge.",neutral,education
Should I study tonight?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1023_disgust_negative.wav,Maybe a little break would be better if you're feeling that way.,negative,education
Is today going to be a good day?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1024_disgust_negative.wav,Whether today is good is up to you and your perspective.,neutral,motivation
Should I text my friend today?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1025_disgust_negative.wav,You probably shouldn't if talkin' to them makes you feel that way.,neutral,relationships
Is my resume good enough?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1026_disgust_negative.wav,I can't tell if your resume is good enough without seeing it.,negative,career
Can I finish my tasks on time?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1027_disgust_negative.wav,You are capable of managing your tasks to meet the deadline.,neutral,productivity
Do you think I can achieve my goals?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1028_disgust_negative.wav,"Yes, with proper planning and effort, you absolutely can.",positive,motivation
Do you think I can achieve my goals?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1029_disgust_negative.wav,"Given your tone, it sounds like you're feeling quite doubtful.",neutral,motivation
Should I go for a walk now?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1030_disgust_negative.wav,Maybe wait until you're feeling better about it?,negative,health_fitness
Is learning to code useful for me?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1031_disgust_negative.wav,"Understanding code can be surprisingly useful for solving problems in different fields, though your aversion is clear.",neutral,technology
Will I be productive today?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1032_disgust_negative.wav,"Productivity depends on your actions, not on feelings like that.",neutral,productivity
Should I upgrade my phone?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1033_disgust_negative.wav,"If that old thing stinks, a new one might be worth it.",neutral,technology
Will I be productive today?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1034_disgust_negative.wav,Focusing on just one thing at a time could help turn things around.,neutral,productivity
Should I start exercising?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1035_disgust_negative.wav,"Regular physical activity offers significant health benefits for everyone. I am not a medical professional, so please consult a healthcare provider for personalized advice and before starting any new fitness routine.",neutral,health_fitness
Will networking help me?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1036_disgust_negative.wav,"Networking can potentially help, if done wisely.",neutral,career
Is it a good idea to apologise?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1037_disgust_negative.wav,"An apology can sometimes help resolve things, but it depends on the situation.",neutral,relationships
Is buying a new laptop a good idea?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1038_disgust_negative.wav,"If your current one is causing you so much annoyance, getting a new one might be worth considering.",neutral,finance
Will it rain later?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1039_disgust_negative.wav,"Based on the forecast, it looks like there's a chance, though that uncertainty seems to be bothering you.",neutral,weather
Is it worth cooking at home tonight?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1040_disgust_negative.wav,Cooking at home might not be appealing given how you're feeling.,neutral,health_fitness
Will it rain later?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1041_disgust_negative.wav,It's hard to say for sure right now.,negative,weather
Should I use a calendar for tasks?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1042_disgust_negative.wav,"Yes, even if you find it unpleasant, a calendar can still be effective for organization.",neutral,time_management
Should I take an umbrella today?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1043_disgust_negative.wav,"Well, since rain is likely, you probably should.",positive,weather
Should I study tonight?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1044_disgust_negative.wav,"Given your disgust, it might be best to take a break tonight.",negative,education
Should I apply for that job?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1045_disgust_negative.wav,"If you find the prospect of working there repulsive, perhaps you shouldn't.",neutral,career
Is switching careers realistic for me?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1046_disgust_negative.wav,It depends entirely on your specific circumstances and what resources you have.,neutral,career
Is it worth planning my day?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1047_disgust_negative.wav,"Planning your day can provide some structure, even if it feels pointless right now.",neutral,productivity
Can I hit my deadline?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1048_disgust_negative.wav,"Yes, you can still meet your deadline if you focus now.",neutral,productivity
Can I manage my time better?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1049_disgust_negative.wav,"Yes, you can definitely manage your time better.",positive,time_management
Can I make new friends easily?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1050_disgust_negative.wav,"Making connections might take some effort, but being open to new experiences can help.",positive,relationships
Is it worth resolving this conflict?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1051_disgust_negative.wav,"Sometimes resolving a toxic situation is necessary for your well-being, however repulsive.",negative,relationships
Do you think I can achieve my goals?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1052_disgust_negative.wav,"Given your statement and tone, it seems you're feeling very negatively, but that doesn't mean you can't succeed.",neutral,motivation
Is it a good day to go outside?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1053_disgust_negative.wav,It sounds like you might not be feeling up to going out today.,neutral,weather
Is it worth planning my day?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1054_disgust_negative.wav,"Even if it feels pointless, mapping out your day can sometimes bring order to chaos.",negative,productivity
How hot will it get this afternoon?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1055_disgust_negative.wav,I'm afraid directly predicting weather isn't possible for me right now.,neutral,weather
What's the weather like today?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1056_disgust_negative.wav,"I understand your frustration, but I need to know your location to tell you the weather.",negative,weather
Is going to the gym a good idea today?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1057_disgust_negative.wav,"If you're feeling ill or unwell, it might be best to skip it.",neutral,health_fitness
Do you think I can achieve my goals?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1058_disgust_negative.wav,"It sounds like you're feeling discouraged, but yes, I believe you have the ability to achieve them.",positive,motivation
Will networking help me?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1059_disgust_negative.wav,"Yes, connecting with others can absolutely provide opportunities and insights for you.",neutral,career
Should I start working on my project now?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1060_disgust_negative.wav,"Given your displeasure, maybe taking a short break would be best right now.",positive,productivity
Is technology making life better?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1061_disgust_negative.wav,"While technology brings improvements, it also creates frustrating problems that many find distasteful.",neutral,technology
Can I focus with all these notifications?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1062_disgust_negative.wav,Constant notifications are incredibly disruptive and make focusing hard.,neutral,technology
Should I text my friend today?,disgust,negative,/home/steve/tmp/Monash Research Code/corpora_cleaned/our_speech_corpus_new_negative_cleaned/1063_disgust_negative.wav,"If you're that disgusted with them, probably not.",negative,relationships
